date,Subsidiary,Oil losses (bopd),Wells WWO
2023-01-22 00:00:00,FR,,0
2023-01-22 00:00:00,GA,2354,13
2023-01-22 00:00:00,GT,,0
2023-01-22 00:00:00,IQ,,0
2023-01-22 00:00:00,LH,,0
2023-01-22 00:00:00,MX,67,3
2023-01-22 00:00:00,PE,,0
2023-01-22 00:00:00,SG,,0
2023-01-22 00:00:00,TD,348,1
2023-01-22 00:00:00,TN,683,2
2023-01-22 00:00:00,TR,110,4
2023-01-22 00:00:00,TT,30,1
2023-01-22 00:00:00,UKS,3,5
2023-01-22 00:00:00,UKW,274,1
2023-01-22 00:00:00,US,,0
2023-01-22 00:00:00,VE,,0
2023-01-22 00:00:00,VN,,0
2023-01-22 00:00:00,WE,,0
2023-01-23 00:00:00,,,0
2023-01-23 00:00:00,"",,0
2023-01-23 00:00:00,AU,,0
2023-01-23 00:00:00,BN,,0
2023-01-23 00:00:00,BR,2633,10
2023-01-23 00:00:00,BS,,0
2023-01-23 00:00:00,BZ,,0
2023-01-23 00:00:00,CCS,,0
2023-01-23 00:00:00,CD,1098,23
2023-01-23 00:00:00,CG,2305,15
2023-01-23 00:00:00,CM,311,13
2023-01-23 00:00:00,CO,812,10
2023-01-23 00:00:00,EC,,0
2023-01-23 00:00:00,EG,,0
2023-01-23 00:00:00,ER,,0
2023-01-23 00:00:00,FR,,0
2023-01-23 00:00:00,GA,2354,14
2023-01-23 00:00:00,GT,,0
2023-01-23 00:00:00,IQ,,0
2023-01-23 00:00:00,LH,,0
2023-01-23 00:00:00,MX,67,3
2023-01-23 00:00:00,PE,,0
2023-01-23 00:00:00,SG,,0
2023-01-23 00:00:00,TD,348,1
2023-01-23 00:00:00,TN,683,2
2023-01-23 00:00:00,TR,68,4
2023-01-23 00:00:00,TT,30,1
2023-01-23 00:00:00,UKS,3,4
2023-01-23 00:00:00,UKW,274,1
2023-01-23 00:00:00,US,,0
2023-01-23 00:00:00,VE,,0
2023-01-23 00:00:00,VN,,0
2023-01-23 00:00:00,WE,,0
2023-01-24 00:00:00,,,0
2023-01-24 00:00:00,"",,0
2023-01-24 00:00:00,AU,,0
2023-01-24 00:00:00,BN,,0
2023-01-24 00:00:00,BR,2192,10
2023-01-24 00:00:00,BS,,0
2023-01-24 00:00:00,BZ,,0
2023-01-24 00:00:00,CCS,,0
2023-01-24 00:00:00,CD,1129,24
2023-01-24 00:00:00,CG,2460,17
2023-01-24 00:00:00,CM,1327,13
2023-01-24 00:00:00,CO,2427,10
2023-01-24 00:00:00,EC,,0
2023-01-24 00:00:00,EG,,0
2023-01-24 00:00:00,ER,,0
2023-01-24 00:00:00,FR,,0
2023-01-24 00:00:00,GA,2354,14
2023-01-24 00:00:00,GT,,0
2023-01-24 00:00:00,IQ,,0
2023-01-24 00:00:00,LH,,0
2023-01-24 00:00:00,MX,67,3
2023-01-24 00:00:00,PE,,0
2023-01-24 00:00:00,SG,,0
2023-01-24 00:00:00,TD,348,1
2023-01-24 00:00:00,TN,683,2
2023-01-24 00:00:00,TR,112,5
2023-01-24 00:00:00,TT,30,1
2023-01-24 00:00:00,UKS,2,4
2023-01-24 00:00:00,UKW,274,1
2023-01-24 00:00:00,US,,0
2023-01-24 00:00:00,VE,,0
2023-01-24 00:00:00,VN,,0
2023-01-24 00:00:00,WE,,0
2023-01-25 00:00:00,,,0
2023-01-25 00:00:00,"",,0
2023-01-25 00:00:00,AU,,0
2023-01-25 00:00:00,BN,,0
2023-01-25 00:00:00,BR,2247,10
2023-01-25 00:00:00,BS,,0
2023-01-25 00:00:00,BZ,,0
2023-01-25 00:00:00,CCS,,0
2023-01-25 00:00:00,CD,1143,24
2023-01-25 00:00:00,CG,2456,17
2023-01-25 00:00:00,CM,438,13
2023-01-25 00:00:00,CO,804,9
2023-01-25 00:00:00,EC,,0
2023-01-25 00:00:00,EG,,0
2023-01-25 00:00:00,ER,,0
2023-01-25 00:00:00,FR,,0
2023-01-25 00:00:00,GA,2354,14
2023-01-25 00:00:00,GT,,0
2023-01-25 00:00:00,IQ,,0
2023-01-25 00:00:00,LH,,0
2023-01-25 00:00:00,MX,67,3
2023-01-25 00:00:00,PE,,0
2023-01-25 00:00:00,SG,,0
2023-01-25 00:00:00,TD,348,1
2023-01-25 00:00:00,TN,683,2
2023-01-25 00:00:00,TR,35,4
2023-01-25 00:00:00,TT,30,1
2023-01-25 00:00:00,UKS,1,4
2023-01-25 00:00:00,UKW,274,1
2023-01-25 00:00:00,US,,0
2023-01-25 00:00:00,VE,,0
2023-01-25 00:00:00,VN,,0
2023-01-25 00:00:00,WE,,0
2023-01-26 00:00:00,,,0
2023-01-26 00:00:00,"",,0
2023-01-26 00:00:00,AU,,0
2023-01-26 00:00:00,BN,,0
2023-01-26 00:00:00,BR,2448,11
2023-01-26 00:00:00,BS,,0
2023-01-26 00:00:00,BZ,,0
2023-01-26 00:00:00,CCS,,0
2023-01-26 00:00:00,CD,1312,31
2023-01-26 00:00:00,CG,2611,18
2023-01-26 00:00:00,CM,469,13
2023-01-26 00:00:00,CO,801,9
2023-01-26 00:00:00,EC,,0
2023-01-26 00:00:00,EG,,0
2023-01-26 00:00:00,ER,,0
2023-01-26 00:00:00,FR,,0
2023-01-26 00:00:00,GA,2354,14
2023-01-26 00:00:00,GT,,0
2023-01-26 00:00:00,IQ,,0
2023-01-26 00:00:00,LH,,0
2023-01-26 00:00:00,MX,67,3
2023-01-26 00:00:00,PE,,0
2023-01-26 00:00:00,SG,,0
2023-01-26 00:00:00,TD,348,1
2023-01-26 00:00:00,TN,683,2
2023-01-26 00:00:00,TR,35,4
2023-01-26 00:00:00,TT,30,1
2023-01-26 00:00:00,UKS,1,5
2023-01-26 00:00:00,UKW,274,1
2023-01-26 00:00:00,US,,0
2023-01-26 00:00:00,VE,,0
2023-01-26 00:00:00,VN,,0
2023-01-26 00:00:00,WE,,0
2023-01-27 00:00:00,,,0
2023-01-27 00:00:00,"",,0
2023-01-27 00:00:00,AU,,0
2023-01-27 00:00:00,BN,,0
2023-01-27 00:00:00,BR,2504,11
2023-01-27 00:00:00,BS,,0
2023-01-27 00:00:00,BZ,,0
2023-01-27 00:00:00,CCS,,0
2023-01-27 00:00:00,CD,1043,27
2023-01-27 00:00:00,CG,2631,19
2023-01-27 00:00:00,CM,325,13
2023-01-27 00:00:00,CO,811,10
2023-01-27 00:00:00,EC,,0
2023-01-27 00:00:00,EG,,0
2023-01-27 00:00:00,ER,,0
2023-01-27 00:00:00,FR,,0
2023-01-27 00:00:00,GA,2896,14
2023-01-27 00:00:00,GT,,0
2023-01-27 00:00:00,IQ,,0
2023-01-27 00:00:00,LH,,0
2023-01-27 00:00:00,MX,67,3
2023-01-27 00:00:00,PE,,0
2023-01-27 00:00:00,SG,,0
2023-01-27 00:00:00,TD,348,1
2023-01-27 00:00:00,TN,683,2
2023-01-27 00:00:00,TR,38,4
2023-01-27 00:00:00,TT,30,1
2023-01-27 00:00:00,UKS,1,4
2023-01-27 00:00:00,UKW,274,1
2023-01-27 00:00:00,US,,0
2023-01-27 00:00:00,VE,,0
2023-01-27 00:00:00,VN,,0
2023-01-27 00:00:00,WE,,0
2023-01-28 00:00:00,,,0
2023-01-28 00:00:00,"",,0
2023-01-28 00:00:00,AU,,0
2023-01-28 00:00:00,BN,,0
2023-01-28 00:00:00,BR,2443,11
2023-01-28 00:00:00,BS,,0
2023-01-28 00:00:00,BZ,,0
2023-01-28 00:00:00,CCS,,0
2023-01-28 00:00:00,CD,1105,29
2023-01-28 00:00:00,CG,2511,18
2023-01-28 00:00:00,CM,325,13
2023-01-28 00:00:00,CO,811,10
2023-01-28 00:00:00,EC,,0
2023-01-28 00:00:00,EG,,0
2023-01-28 00:00:00,ER,,0
2023-01-28 00:00:00,FR,,0
2023-01-28 00:00:00,GA,3079,14
2023-01-28 00:00:00,GT,,0
2023-01-28 00:00:00,IQ,,0
2023-01-28 00:00:00,LH,,0
2023-01-28 00:00:00,MX,67,3
2023-01-28 00:00:00,PE,,0
2023-01-28 00:00:00,SG,,0
2023-01-28 00:00:00,TD,348,1
2023-01-28 00:00:00,TN,683,2
2023-01-28 00:00:00,TR,82,4
2023-01-28 00:00:00,TT,30,1
2023-01-28 00:00:00,UKS,1,5
2023-01-28 00:00:00,UKW,274,1
2023-01-28 00:00:00,US,,0
2023-01-28 00:00:00,VE,,0
2023-01-28 00:00:00,VN,,0
2023-01-28 00:00:00,WE,,0
2023-01-29 00:00:00,,,0
2023-01-29 00:00:00,"",,0
2023-01-29 00:00:00,AU,,0
2023-01-29 00:00:00,BN,,0
2023-01-29 00:00:00,BR,2443,11
2023-01-29 00:00:00,BS,,0
2023-01-29 00:00:00,BZ,,0
2023-01-29 00:00:00,CCS,,0
2023-01-29 00:00:00,CD,1194,29
2023-01-29 00:00:00,CG,2499,15
2023-01-29 00:00:00,CM,417,13
2023-01-29 00:00:00,CO,811,10
2023-01-29 00:00:00,EC,,0
2023-01-29 00:00:00,EG,,0
2023-01-29 00:00:00,ER,,0
2023-01-29 00:00:00,FR,,0
2023-01-29 00:00:00,GA,2674,16
2023-01-29 00:00:00,GT,51,1
2023-01-29 00:00:00,IQ,,0
2023-01-29 00:00:00,LH,,0
2023-01-29 00:00:00,MX,67,3
2023-01-29 00:00:00,PE,,0
2023-01-29 00:00:00,SG,,0
2023-01-29 00:00:00,TD,348,1
2023-01-29 00:00:00,TN,683,2
2023-01-29 00:00:00,TR,105,5
2023-01-29 00:00:00,TT,30,1
2023-01-29 00:00:00,UKS,1,5
2023-01-29 00:00:00,UKW,380,1
2023-01-29 00:00:00,US,,0
2023-01-29 00:00:00,VE,,0
2023-01-29 00:00:00,VN,,0
2023-01-29 00:00:00,WE,,0
2023-01-30 00:00:00,,,0
2023-01-30 00:00:00,"",,0
2023-01-30 00:00:00,AU,,0
2023-01-30 00:00:00,BN,,0
2023-01-30 00:00:00,BR,2443,11
2023-01-30 00:00:00,BS,,0
2023-01-30 00:00:00,BZ,,0
2023-01-30 00:00:00,CCS,,0
2023-01-30 00:00:00,CD,1183,30
2023-01-30 00:00:00,CG,2499,17
2023-01-30 00:00:00,CM,351,13
2023-01-30 00:00:00,CO,811,10
2023-01-30 00:00:00,EC,,0
2023-01-30 00:00:00,EG,,0
2023-01-30 00:00:00,ER,,0
2023-01-30 00:00:00,FR,,0
2023-01-30 00:00:00,GA,2674,16
2023-01-30 00:00:00,GT,51,1
2023-01-30 00:00:00,IQ,,0
2023-01-30 00:00:00,LH,,0
2023-01-30 00:00:00,MX,67,3
2023-01-30 00:00:00,PE,,0
2023-01-30 00:00:00,SG,,0
2023-01-30 00:00:00,TD,348,1
2023-01-30 00:00:00,TN,683,2
2023-01-30 00:00:00,TR,81,4
2023-01-30 00:00:00,TT,30,1
2023-01-30 00:00:00,UKS,1,5
2023-01-30 00:00:00,UKW,274,1
2023-01-30 00:00:00,US,,0
2023-01-30 00:00:00,VE,,0
2023-01-30 00:00:00,VN,,0
2023-01-30 00:00:00,WE,,0
2023-01-31 00:00:00,,,0
2023-01-31 00:00:00,"",,0
2023-01-31 00:00:00,AU,,0
2023-01-31 00:00:00,BN,,0
2023-01-31 00:00:00,BR,2443,11
2023-01-31 00:00:00,BS,,0
2023-01-31 00:00:00,BZ,,0
2023-01-31 00:00:00,CCS,,0
2023-01-31 00:00:00,CD,1181,28
2023-01-31 00:00:00,CG,2401,17
2023-01-31 00:00:00,CM,325,13
2023-01-31 00:00:00,CO,811,10
2023-01-31 00:00:00,EC,,0
2023-01-31 00:00:00,EG,,0
2023-01-31 00:00:00,ER,,0
2023-01-31 00:00:00,FR,,0
2023-01-31 00:00:00,GA,2674,15
2023-01-31 00:00:00,GT,,0
2023-01-31 00:00:00,IQ,,0
2023-01-31 00:00:00,LH,,0
2023-01-31 00:00:00,MX,67,3
2023-01-31 00:00:00,PE,,0
2023-01-31 00:00:00,SG,,0
2023-01-31 00:00:00,TD,348,1
2023-01-31 00:00:00,TN,683,2
2023-01-31 00:00:00,TR,35,5
2023-01-31 00:00:00,TT,30,1
2023-01-31 00:00:00,UKS,1,4
2023-01-31 00:00:00,UKW,,0
2023-01-31 00:00:00,US,,0
2023-01-31 00:00:00,VE,,0
2023-01-31 00:00:00,VN,,0
2023-01-31 00:00:00,WE,,0
2023-02-01 00:00:00,,,0
2023-02-01 00:00:00,"",,0
2023-02-01 00:00:00,AU,,0
2023-02-01 00:00:00,BN,,0
2023-02-01 00:00:00,BR,2443,11
2023-02-01 00:00:00,BS,,0
2023-02-01 00:00:00,BZ,,0
2023-02-01 00:00:00,CCS,,0
2023-02-01 00:00:00,CD,1257,29
2023-02-01 00:00:00,CG,2401,17
2023-02-01 00:00:00,CM,376,12
2023-02-01 00:00:00,CO,811,10
2023-02-01 00:00:00,EC,,0
2023-02-01 00:00:00,EG,,0
2023-02-01 00:00:00,ER,,0
2023-02-01 00:00:00,FR,,0
2023-02-01 00:00:00,GA,2674,16
2023-02-01 00:00:00,GT,,0
2023-02-01 00:00:00,IQ,,0
2023-02-01 00:00:00,LH,,0
2023-02-01 00:00:00,MX,67,3
2023-02-01 00:00:00,PE,,0
2023-02-01 00:00:00,SG,,0
2023-02-01 00:00:00,TD,348,1
2023-02-01 00:00:00,TN,683,2
2023-02-01 00:00:00,TR,119,4
2023-02-01 00:00:00,TT,30,1
2023-02-01 00:00:00,UKS,1,2
2023-02-01 00:00:00,UKW,,0
2023-02-01 00:00:00,US,,0
2023-02-01 00:00:00,VE,,0
2023-02-01 00:00:00,VN,,0
2023-02-01 00:00:00,WE,,0
2023-02-02 00:00:00,,,0
2023-02-02 00:00:00,"",,0
2023-02-02 00:00:00,AU,,0
2023-02-02 00:00:00,BN,,0
2023-02-02 00:00:00,BR,2443,11
2023-02-02 00:00:00,BS,,0
2023-02-02 00:00:00,BZ,,0
2023-02-02 00:00:00,CCS,,0
2023-02-02 00:00:00,CD,1456,30
2023-02-02 00:00:00,CG,2401,17
2023-02-02 00:00:00,CM,265,11
2023-02-02 00:00:00,CO,811,10
2023-02-02 00:00:00,EC,,0
2023-02-02 00:00:00,EG,,0
2023-02-02 00:00:00,ER,,0
2023-02-02 00:00:00,FR,,0
2023-02-02 00:00:00,GA,2674,16
2023-02-02 00:00:00,GT,,0
2023-02-02 00:00:00,IQ,,0
2023-02-02 00:00:00,LH,,0
2023-02-02 00:00:00,MX,67,3
2023-02-02 00:00:00,PE,,0
2023-02-02 00:00:00,SG,,0
2023-02-02 00:00:00,TD,348,1
2023-02-02 00:00:00,TN,683,2
2023-02-02 00:00:00,TR,95,4
2023-02-02 00:00:00,TT,30,1
2023-02-02 00:00:00,UKS,1,3
2023-02-02 00:00:00,UKW,,0
2023-02-02 00:00:00,US,,0
2023-02-02 00:00:00,VE,,0
2023-02-02 00:00:00,VN,,0
2023-02-02 00:00:00,WE,,0
2023-02-03 00:00:00,,,0
2023-02-03 00:00:00,"",,0
2023-02-03 00:00:00,AU,,0
2023-02-03 00:00:00,BN,,0
2023-02-03 00:00:00,BR,2443,11
2023-02-03 00:00:00,BS,,0
2023-02-03 00:00:00,BZ,,0
2023-02-03 00:00:00,CCS,,0
2023-02-03 00:00:00,CD,1206,34
2023-02-03 00:00:00,CG,2420,17
2023-02-03 00:00:00,CM,265,12
2023-02-03 00:00:00,CO,811,10
2023-02-03 00:00:00,EC,,0
2023-02-03 00:00:00,EG,,0
2023-02-03 00:00:00,ER,,0
2023-02-03 00:00:00,FR,,0
2023-02-03 00:00:00,GA,1787,15
2023-02-03 00:00:00,GT,,0
2023-02-03 00:00:00,IQ,,0
2023-02-03 00:00:00,LH,,0
2023-02-03 00:00:00,MX,67,3
2023-02-03 00:00:00,PE,,0
2023-02-03 00:00:00,SG,,0
2023-02-03 00:00:00,TD,348,1
2023-02-03 00:00:00,TN,683,2
2023-02-03 00:00:00,TR,95,4
2023-02-03 00:00:00,TT,106,1
2023-02-03 00:00:00,UKS,1,4
2023-02-03 00:00:00,UKW,,0
2023-02-03 00:00:00,US,,0
2023-02-03 00:00:00,VE,,0
2023-02-03 00:00:00,VN,,0
2023-02-03 00:00:00,WE,,0
2023-02-04 00:00:00,,,0
2023-02-04 00:00:00,"",,0
2023-02-04 00:00:00,AU,,0
2023-02-04 00:00:00,BN,,0
2023-02-04 00:00:00,BR,2443,11
2023-02-04 00:00:00,BS,,0
2023-02-04 00:00:00,BZ,,0
2023-02-04 00:00:00,CCS,,0
2023-02-04 00:00:00,CD,1247,37
2023-02-04 00:00:00,CG,2271,17
2023-02-04 00:00:00,CM,308,11
2023-02-04 00:00:00,CO,773,9
2023-02-04 00:00:00,EC,,0
2023-02-04 00:00:00,EG,,0
2023-02-04 00:00:00,ER,,0
2023-02-04 00:00:00,FR,,0
2023-02-04 00:00:00,GA,1685,15
2023-02-04 00:00:00,GT,,0
2023-02-04 00:00:00,IQ,,0
2023-02-04 00:00:00,LH,,0
2023-02-04 00:00:00,MX,67,3
2023-02-04 00:00:00,PE,,0
2023-02-04 00:00:00,SG,,0
2023-02-04 00:00:00,TD,348,1
2023-02-04 00:00:00,TN,683,2
2023-02-04 00:00:00,TR,95,4
2023-02-04 00:00:00,TT,144,2
2023-02-04 00:00:00,UKS,1,3
2023-02-04 00:00:00,UKW,,0
2023-02-04 00:00:00,US,,0
2023-02-04 00:00:00,VE,,0
2023-02-04 00:00:00,VN,,0
2023-02-04 00:00:00,WE,,0
2023-02-05 00:00:00,,,0
2023-02-05 00:00:00,"",,0
2023-02-05 00:00:00,AU,,0
2023-02-05 00:00:00,BN,,0
2023-02-05 00:00:00,BR,2443,11
2023-02-05 00:00:00,BS,,0
2023-02-05 00:00:00,BZ,,0
2023-02-05 00:00:00,CCS,,0
2023-02-05 00:00:00,CD,1094,33
2023-02-05 00:00:00,CG,2262,17
2023-02-05 00:00:00,CM,452,11
2023-02-05 00:00:00,CO,816,9
2023-02-05 00:00:00,EC,,0
2023-02-05 00:00:00,EG,,0
2023-02-05 00:00:00,ER,,0
2023-02-05 00:00:00,FR,,0
2023-02-05 00:00:00,GA,1773,14
2023-02-05 00:00:00,GT,,0
2023-02-05 00:00:00,IQ,,0
2023-02-05 00:00:00,LH,,0
2023-02-05 00:00:00,MX,67,3
2023-02-05 00:00:00,PE,,0
2023-02-05 00:00:00,SG,,0
2023-02-05 00:00:00,TD,348,1
2023-02-05 00:00:00,TN,683,2
2023-02-05 00:00:00,TR,95,4
2023-02-05 00:00:00,TT,116,1
2023-02-05 00:00:00,UKS,1,4
2023-02-05 00:00:00,UKW,,0
2023-02-05 00:00:00,US,,0
2023-02-05 00:00:00,VE,,0
2023-02-05 00:00:00,VN,,0
2023-02-05 00:00:00,WE,,0
2023-02-06 00:00:00,,,0
2023-02-06 00:00:00,"",,0
2023-02-06 00:00:00,AU,,0
2023-02-06 00:00:00,BN,,0
2023-02-06 00:00:00,BR,2443,11
2023-02-06 00:00:00,BS,,0
2023-02-06 00:00:00,BZ,,0
2023-02-06 00:00:00,CCS,,0
2023-02-06 00:00:00,CD,765,35
2023-02-06 00:00:00,CG,2407,17
2023-02-06 00:00:00,CM,373,11
2023-02-06 00:00:00,CO,833,9
2023-02-06 00:00:00,EC,,0
2023-02-06 00:00:00,EG,,0
2023-02-06 00:00:00,ER,,0
2023-02-06 00:00:00,FR,,0
2023-02-06 00:00:00,GA,1755,15
2023-02-06 00:00:00,GT,,0
2023-02-06 00:00:00,IQ,,0
2023-02-06 00:00:00,LH,,0
2023-02-06 00:00:00,MX,67,3
2023-02-06 00:00:00,PE,,0
2023-02-06 00:00:00,SG,,0
2023-02-06 00:00:00,TD,348,1
2023-02-06 00:00:00,TN,683,2
2023-02-06 00:00:00,TR,95,4
2023-02-06 00:00:00,TT,30,1
2023-02-06 00:00:00,UKS,1,4
2023-02-06 00:00:00,UKW,,0
2023-02-06 00:00:00,US,,0
2023-02-06 00:00:00,VE,,0
2023-02-06 00:00:00,VN,,0
2023-02-06 00:00:00,WE,,0
2023-02-07 00:00:00,,,0
2023-02-07 00:00:00,"",,0
2023-02-07 00:00:00,AU,,0
2023-02-07 00:00:00,BN,,0
2023-02-07 00:00:00,BR,2443,11
2023-02-07 00:00:00,BS,,0
2023-02-07 00:00:00,BZ,,0
2023-02-07 00:00:00,CCS,,0
2023-02-07 00:00:00,CD,817,33
2023-02-07 00:00:00,CG,2425,18
2023-02-07 00:00:00,CM,318,10
2023-02-07 00:00:00,CO,836,10
2023-02-07 00:00:00,EC,,0
2023-02-07 00:00:00,EG,,0
2023-02-07 00:00:00,ER,,0
2023-02-07 00:00:00,FR,,0
2023-02-07 00:00:00,GA,1783,15
2023-02-07 00:00:00,GT,,0
2023-02-07 00:00:00,IQ,,0
2023-02-07 00:00:00,LH,,0
2023-02-07 00:00:00,MX,67,3
2023-02-07 00:00:00,PE,,0
2023-02-07 00:00:00,SG,,0
2023-02-07 00:00:00,TD,348,1
2023-02-07 00:00:00,TN,683,2
2023-02-07 00:00:00,TR,95,4
2023-02-07 00:00:00,TT,30,1
2023-02-07 00:00:00,UKS,,3
2023-02-07 00:00:00,UKW,,0
2023-02-07 00:00:00,US,,0
2023-02-07 00:00:00,VE,,0
2023-02-07 00:00:00,VN,,0
2023-02-07 00:00:00,WE,,0
2023-02-08 00:00:00,,,0
2023-02-08 00:00:00,"",,0
2023-02-08 00:00:00,AU,,0
2023-02-08 00:00:00,BN,,0
2023-02-08 00:00:00,BR,2443,11
2023-02-08 00:00:00,BS,,0
2023-02-08 00:00:00,BZ,,0
2023-02-08 00:00:00,CCS,,0
2023-02-08 00:00:00,CD,801,34
2023-02-08 00:00:00,CG,3332,18
2023-02-08 00:00:00,CM,183,10
2023-02-08 00:00:00,CO,1365,11
2023-02-08 00:00:00,EC,,0
2023-02-08 00:00:00,EG,,0
2023-02-08 00:00:00,ER,,0
2023-02-08 00:00:00,FR,,0
2023-02-08 00:00:00,GA,1911,16
2023-02-08 00:00:00,GT,,0
2023-02-08 00:00:00,IQ,,0
2023-02-08 00:00:00,LH,,0
2023-02-08 00:00:00,MX,67,3
2023-02-08 00:00:00,PE,,0
2023-02-08 00:00:00,SG,,0
2023-02-08 00:00:00,TD,348,1
2023-02-08 00:00:00,TN,683,2
2023-02-08 00:00:00,TR,95,4
2023-02-08 00:00:00,TT,30,1
2023-02-08 00:00:00,UKS,,2
2023-02-08 00:00:00,UKW,,0
2023-02-08 00:00:00,US,,0
2023-02-08 00:00:00,VE,,0
2023-02-08 00:00:00,VN,,0
2023-02-08 00:00:00,WE,,0
2023-02-09 00:00:00,,,0
2023-02-09 00:00:00,"",,0
2023-02-09 00:00:00,AU,,0
2023-02-09 00:00:00,BN,,0
2023-02-09 00:00:00,BR,2443,11
2023-02-09 00:00:00,BS,,0
2023-02-09 00:00:00,BZ,,0
2023-02-09 00:00:00,CCS,,0
2023-02-09 00:00:00,CD,691,37
2023-02-09 00:00:00,CG,3331,18
2023-02-09 00:00:00,CM,183,9
2023-02-09 00:00:00,CO,1666,13
2023-02-09 00:00:00,EC,,0
2023-02-09 00:00:00,EG,,0
2023-02-09 00:00:00,ER,,0
2023-02-09 00:00:00,FR,,0
2023-02-09 00:00:00,GA,2262,16
2023-02-09 00:00:00,GT,,0
2023-02-09 00:00:00,IQ,,0
2023-02-09 00:00:00,LH,,0
2023-02-09 00:00:00,MX,67,3
2023-02-09 00:00:00,PE,,0
2023-02-09 00:00:00,SG,,0
2023-02-09 00:00:00,TD,584,2
2023-02-09 00:00:00,TN,683,2
2023-02-09 00:00:00,TR,100,4
2023-02-09 00:00:00,TT,30,1
2023-02-09 00:00:00,UKS,,3
2023-02-09 00:00:00,UKW,,0
2023-02-09 00:00:00,US,,0
2023-02-09 00:00:00,VE,,0
2023-02-09 00:00:00,VN,,0
2023-02-09 00:00:00,WE,,0
2023-02-10 00:00:00,,,0
2023-02-10 00:00:00,"",,0
2023-02-10 00:00:00,AU,,0
2023-02-10 00:00:00,BN,,0
2023-02-10 00:00:00,BR,2443,11
2023-02-10 00:00:00,BS,,0
2023-02-10 00:00:00,BZ,,0
2023-02-10 00:00:00,CCS,,0
2023-02-10 00:00:00,CD,732,37
2023-02-10 00:00:00,CG,4476,21
2023-02-10 00:00:00,CM,118,6
2023-02-10 00:00:00,CO,1599,13
2023-02-10 00:00:00,EC,,0
2023-02-10 00:00:00,EG,,0
2023-02-10 00:00:00,ER,,0
2023-02-10 00:00:00,FR,,0
2023-02-10 00:00:00,GA,1855,15
2023-02-10 00:00:00,GT,,0
2023-02-10 00:00:00,IQ,,0
2023-02-10 00:00:00,LH,,0
2023-02-10 00:00:00,MX,67,3
2023-02-10 00:00:00,PE,,0
2023-02-10 00:00:00,SG,,0
2023-02-10 00:00:00,TD,584,2
2023-02-10 00:00:00,TN,683,2
2023-02-10 00:00:00,TR,95,4
2023-02-10 00:00:00,TT,30,1
2023-02-10 00:00:00,UKS,5,3
2023-02-10 00:00:00,UKW,,0
2023-02-10 00:00:00,US,,0
2023-02-10 00:00:00,VE,,0
2023-02-10 00:00:00,VN,,0
2023-02-10 00:00:00,WE,,0
2023-02-11 00:00:00,,,0
2023-02-11 00:00:00,"",,0
2023-02-11 00:00:00,AU,,0
2023-02-11 00:00:00,BN,,0
2023-02-11 00:00:00,BR,2443,11
2023-02-11 00:00:00,BS,,0
2023-02-11 00:00:00,BZ,,0
2023-02-11 00:00:00,CCS,,0
2023-02-11 00:00:00,CD,656,32
2023-02-11 00:00:00,CG,4476,21
2023-02-11 00:00:00,CM,130,7
2023-02-11 00:00:00,CO,1599,13
2023-02-11 00:00:00,EC,,0
2023-02-11 00:00:00,EG,,0
2023-02-11 00:00:00,ER,,0
2023-02-11 00:00:00,FR,,0
2023-02-11 00:00:00,GA,2706,15
2023-02-11 00:00:00,GT,,0
2023-02-11 00:00:00,IQ,,0
2023-02-11 00:00:00,LH,,0
2023-02-11 00:00:00,MX,67,3
2023-02-11 00:00:00,PE,,0
2023-02-11 00:00:00,SG,,0
2023-02-11 00:00:00,TD,584,2
2023-02-11 00:00:00,TN,683,2
2023-02-11 00:00:00,TR,95,4
2023-02-11 00:00:00,TT,30,1
2023-02-11 00:00:00,UKS,1,3
2023-02-11 00:00:00,UKW,,0
2023-02-11 00:00:00,US,,0
2023-02-11 00:00:00,VE,,0
2023-02-11 00:00:00,VN,,0
2023-02-11 00:00:00,WE,,0
2023-02-12 00:00:00,,,0
2023-02-12 00:00:00,"",,0
2023-02-12 00:00:00,AU,,0
2023-02-12 00:00:00,BN,,0
2023-02-12 00:00:00,BR,2443,11
2023-02-12 00:00:00,BS,,0
2023-02-12 00:00:00,BZ,,0
2023-02-12 00:00:00,CCS,,0
2023-02-12 00:00:00,CD,598,31
2023-02-12 00:00:00,CG,4491,21
2023-02-12 00:00:00,CM,130,7
2023-02-12 00:00:00,CO,1599,13
2023-02-12 00:00:00,EC,,0
2023-02-12 00:00:00,EG,,0
2023-02-12 00:00:00,ER,,0
2023-02-12 00:00:00,FR,,0
2023-02-12 00:00:00,GA,3129,17
2023-02-12 00:00:00,GT,,0
2023-02-12 00:00:00,IQ,,0
2023-02-12 00:00:00,LH,,0
2023-02-12 00:00:00,MX,67,3
2023-02-12 00:00:00,PE,,0
2023-02-12 00:00:00,SG,,0
2023-02-12 00:00:00,TD,584,2
2023-02-12 00:00:00,TN,683,2
2023-02-12 00:00:00,TR,95,4
2023-02-12 00:00:00,TT,30,1
2023-02-12 00:00:00,UKS,1,4
2023-02-12 00:00:00,UKW,,0
2023-02-12 00:00:00,US,,0
2023-02-12 00:00:00,VE,,0
2023-02-12 00:00:00,VN,,0
2023-02-12 00:00:00,WE,,0
2023-02-13 00:00:00,,,0
2023-02-13 00:00:00,"",,0
2023-02-13 00:00:00,AU,,0
2023-02-13 00:00:00,BN,,0
